medName             ,medType             ,medId               ,quantity            ,factCompany         
LILETTA,Mood stabilizers,21402,71071,WYANT CHEMICAL COMPANY LTD.
DR.ZUMI SCALP,Antiseptics,21403,33556,CALIFORNIA TAN INC.
COSMEGEN,Antiseptics,21404,9691,ITW PERMATEX CANADA
HEATHER,Stimulants,21405,31920,MERIAL CANADA INC
FERNDEX,Hormone replacements,21406,44381,HALL LABORATORIES LTD.
ALL NEW TS,Statins,21407,76380,CHEMIMEX ENTERPRISES LTD.
DIGIFAB,Hormone replacements,21408,92218,DRUGGISTS' CORPORATION
CALMURID HC,Statins,21409,93099,K-G SPRAY-PAK INC
HEMOSTATIC SOLUTION,Statins,21410,50283,MARATHON MANAGEMENT COMPANY
LEUKERAN,Antipyretics,21411,18626,JAZZ PHARMACEUTICALS IRELAND LIMITED
KADCYLA,Antimalarial,21412,84137,BETHANY PRODUCTS INC.
ORAL HCG ACTIVATOR,Tranquilizers,21413,98090,WISEGUARD PRODUCTS INC.
BISMATROL,Antimalarial,21414,84281,STALLERGENES CANADA INC
OFLOXACIN OPHTHALMIC,Analgesics,21415,36509,DEY PHARMA L.P.
ACEON,Hormone replacements,21416,13127,DEPRENYL RESEARCH LTD.
ARIXTRA,Statins,21417,68490,DSM CATALYTICA PHARMACEUTICALS INC.
BEA-SILKY,Antibiotics,21418,48137,H S MARKETING LTD.
UNDA 5,Statins,21419,11311,THE WINNING COMBINATION INC.
ZEMAIRA,Antipyretics,21420,87588,JASON NATURAL COSMETICS
TOFFEE,Analgesics,21421,50707,KEYSTONE LABORATORIES INC.
HARRIS TEETER COUGH DM,Oral contraceptives,21422,94516,ULTRONICS INC.
CHILDRENS TYLENOL,Stimulants,21423,33963,AMICUS THERAPEUTICS UK LTD
VISCUM QUERCUS,Antimalarial,21424,68388,CURATEK PHARMACEUTICALS LTD. PARTNERSHIP
ANTIZOL,Antimalarial,21425,52876,LANE LABS-USA INC.
METOPROLOL TARTRATE,Hormone replacements,21426,64348,NU-VITE
ZECUITY,Tranquilizers,21427,48881,GENESIS BIOSCIENCES LIMITED
ARSENICUM BROMATUM,Oral contraceptives,21428,12162,ATCO INTERNATIONAL
ABANATUSS PED,Hormone replacements,21429,7572,OXYMED DIV. DE 118303 CANADA INC.
DORIBAX,Mood stabilizers,21430,79745,NEW ERA LAB C/O SEVEN SEAS
HARRIS TEETER NICOTINE,Antimalarial,21431,51262,HIGH CHEMICAL COMPANY
HEMSOL-HC,Mood stabilizers,21432,54654,TOTAL LIVING CONCEPTS
VISUDYNE,Tranquilizers,21433,17454,GENEPHARM INC.
HYPAQUE-76,Mood stabilizers,21434,61835,CONGLOM INC.
ZEGERID OTC,Hormone replacements,21435,34916,NUTRIPUR INC.
COLD AND FLU FORMULA,Antibiotics,21436,70842,LLOYD INC. OF IOWA
CROTALUS HORRIDUS 200C,Mood stabilizers,21437,94271,DIETISA S.A.
RESTIL 40 NUMBER 9,Antibiotics,21438,30379,NUTRI-COLOGY
LITHIUM CARBONICUM,Oral contraceptives,21439,14908,COTE NORD SANITATION INC.
ADVAIR DISKUS 500/50,Oral contraceptives,21440,8207,ESSENTIAL PHARMACEUTICAL CORP
LYZA,Antibiotics,21441,789,MSA
PAIN PRESCRIPTIVES 4,Oral contraceptives,21442,75846,NOVA SCOTIA HEALTH AUTHORITY
MENS KIRKLAND,Antipyretics,21443,71987,PARKLAND FEEDS LTD.
WALTUSSIN DM MAX,Antimalarial,21444,26799,MEKOS LABORATORIES APS
ANNUAL BLUE GRASS,Statins,21445,50893,LEDERLE CYANAMID CANADA INC.
RANITIDINE 150,Statins,21446,56526,PRAIRIE NATURALS
POVIDONE IODINE SCRUB,Antibiotics,21447,68026,THORNTON & ROSS LTD
MOZOBIL,Antimalarial,21448,84143,E.R.I. LABS INC.
CAROSPIR,Mood stabilizers,21449,75214,LANOCORP PACIFIC LTD
SULSTER,Oral contraceptives,21450,5923,HEALTH 2000 INC.
MENS PLATINUM,Hormone replacements,21451,73417,AZTEX ENTREPRISES LTD
INDIGESTION - GAS,Mood stabilizers,21452,23810,PHOTOMEDEX INC
HEPATAMINE 8%,Analgesics,21453,49987,ZOETIS CANADA INC
MERCURIUS DULCIS,Antipyretics,21454,80486,INDUSTRIA FARMACEUTICA SERONO SPA
METHYCLOTHIAZIDE,Analgesics,21455,22204,PEDIAVERA INC
ALUNBRIG,Antibiotics,21456,70312,ACNEFREE CANADA
CHEAT BROME GRASS,Hormone replacements,21457,31632,WESTCAN PHARMACEUTICALS LTD.
IDOLE CARROT,Statins,21458,40838,AUSTRIA IMPORT WEST LTD.
READY FOUNDATION,Antibiotics,21459,75972,RELIABLE MAINTENANCE PRODUCTS LTD.
MOVIPREP,Oral contraceptives,21460,53391,COSMAIR CANADA INC.
CURAD ALCOHOL,Antipyretics,21461,21956,PORTON SPEYWOOD LTD.
RESTULEX,Mood stabilizers,21462,48746,LABORATOIRE SYMA INC.
STALEVO,Statins,21463,40262,FOREST TOSARA LIMITED
GUMSOL,Analgesics,21464,95304,BEAUTY BIOSCIENCES LLC
DIDRONEL,Antimalarial,21465,39628,SYNTHESE ELEVAGE
CAPITAL SOLEIL 15,Statins,21466,40511,ALCHEMED CANADA
DOVE IS ORIGINAL CLEAN,Analgesics,21467,86060,TAP PHARMACEUTICALS INC.
TINCTURE MERTHIOLATE,Statins,21468,94411,PHARMA STRIDES CANADA CORPORATION
SUPRESS DM,Stimulants,21469,41477,TIANSHI HEALTH PRODUCTS INC.
TOBRAMYCIN SULFATE,Antimalarial,21470,60786,P.S.W.C. CO. INC.
MANNAN PHENOLIC,Statins,21471,46008,SCIENCE OF NATURE BOTANICALS
NLIHOME DENTAL CARE,Antibiotics,21472,49595,SIMTOOL AB MEDICIN-TEKNIK COMPANY
COSYNTROPIN,Hormone replacements,21473,36382,LONGSET LABORATORIES INC.
ZIOPTAN,Antiseptics,21474,59414,PANTINA COSMETICS INC.
SMART SENSE FAMOTIDINE,Statins,21475,70661,MTC ANIMAL HEALTH
B-COMBO,Antibiotics,21476,78288,KAMINS DERMATOLOGICS INC
A.H.C. COLLAGEN TONER,Mood stabilizers,21477,29280,CARMARAN LTÉE
SOMA HYULGIHWAN,Analgesics,21478,61582,Q-GEN PHARMACEUTICALS INC
RECOMBIVAX HB,Hormone replacements,21479,75985,A&L LABORATORIES INC.
QUICK DRY BODY,Oral contraceptives,21480,4413,ISAGENIX INTERNATIONAL LLC
OTIDOLO,Stimulants,21481,86298,BELKO CANADA
NAIL CYCLOSPORIN-A,Mood stabilizers,21482,38906,AKORN ANIMAL HEALTH INC
CEREUS,Statins,21483,15531,LACOMBE DRUGS (1992) LTD
PLALAB PLACENTA R-20,Statins,21484,28272,TOPROL ACQUISITION LLC
SYCIRCUE,Antibiotics,21485,43944,PHOENIX AIRMID BIOMEDICAL CORP.
BRUCELLA REMEDY,Antimalarial,21486,26483,ADIENNE SA
ACNE MEDICATION 5,Antiseptics,21487,33959,MICROBEX DIVISION OF ALLIANCE H. INC.
COARTEM,Antibiotics,21488,94934,ORION INTERNATIONAL INC.
GLYCOPREP,Antimalarial,21489,40184,MERCK SHARP & DOHME (UK) LTD.
SINUCLEANSE,Antiseptics,21490,70597,ARMOUR PHARMACEUTICAL CO.
IMG,Statins,21491,24409,DONOVAN CHEMICALS LTD.
BD E-Z CARE,Oral contraceptives,21492,94661,SILAS HEALTHCARE INC
PRIMSOL,Analgesics,21493,97442,SM BOUCHARD
BZK PLUS SWABSTICKS,Tranquilizers,21494,74425,AA PHARMA INC
DYNA-HEX 75,Antiseptics,21495,6900,IPET PHARMACEUTICALS INC.
NARS FOUNDATION,Oral contraceptives,21496,88019,MONTREAL NEUROLOGICAL INSTITUTE
WEED MIX NUMBER 7B,Oral contraceptives,21497,77583,INTERCEPT PHARMACEUTICALS INC
NAJA TRIPUDIANS,Antiseptics,21498,94051,P BEIERSDORF INC.
LUNGEX,Antibiotics,21499,57231,JEDMON PRODUCTS LTD.
MERCURIUS CYANATUS 8,Oral contraceptives,21500,53902,FRESENIUS KABI AG
COCOBATH WATERLESS,Antimalarial,21501,96429,DUSA PHARMACEUTICALS INC
MIGRAIDE,Analgesics,21502,57526,TOMIRO CANADA LTD.
SEPIA OFFICINALIS,Antiseptics,21503,80561,CONNAUGHT LABORATORIES LTD.
BAROS,Oral contraceptives,21504,91597,DERMAGEN LABORATORIES LTD.
ASEPTIL ROJO,Tranquilizers,21505,11630,96028 CANADA INC.
HEPATAFORCE,Antiseptics,21506,38885,PROFESSIONAL VETERINARY LABORATORIES
COLGATE KIDS,Antimalarial,21507,33010,WARNER CHILCOTT CANADA CO
KENGREAL,Oral contraceptives,21508,23047,QILU PHARMACEUTICAL CO. LTD
LEVETIRACETAM,Analgesics,21509,70729,QUALI-TECH INC.
50% RUBBING,Tranquilizers,21510,55083,SEPRACOR PHARMACEUTICALS INC
AVODART,Stimulants,21511,17646,SANI-CLEAN SYSTEMS INC.
VITACILINA,Hormone replacements,21512,75090,CONTEC INCORPORATED
SIMPLY FIRM - BODY,Antimalarial,21513,24605,VITA FRESH VITAMIN CO INC.
MIRACLETOX TIME REWIND,Statins,21514,82029,WYETH LABS INC.
LICE KILLING,Hormone replacements,21515,27897,NORA PHARMA INC
PERCY MEDICINE,Stimulants,21516,83963,APTALIS PHARMA CANADA ULC
MACKEREL,Analgesics,21517,14125,STIEFEL CANADA ULC
HACCP QE2,Analgesics,21518,90839,LITTLEPOINT CORPORATION
ANTHRASIL,Hormone replacements,21519,95721,NORDEN LABORATORIES INC.
TRUPHYLLINE,Tranquilizers,21520,59904,LUPIN LIMITED
BODY SCRUB,Antipyretics,21521,62418,KV PHARMACEUTICAL COMPANY
MIMVEY LO,Statins,21522,53466,VEN TECH HEALTH CARE CORP INC.
HYDRA FINISH SPF 15,Statins,21523,15509,MICRYLIUM LABORATORIES INC.
CLARAVIS,Oral contraceptives,21524,62507,FRANK W HORNER INC.
EQUATE MIGRAINE RELIEF,Oral contraceptives,21525,40326,VORTEX CHEMICAL INC.
PREVAIL,Antimalarial,21526,82551,PROCESS CLEANING SOLUTIONS LTD
TREATMENT SET TS344570,Stimulants,21527,45363,LABORATOIRES STERIGEN INC
PEACH SAKE SUN,Antipyretics,21528,83734,SIPCO BIOENGINEERING INC.
MOTOFEN,Antibiotics,21529,91004,ORBUS PHARMA INC
DERMACORT,Antimalarial,21530,38990,WHEELS MAINTENANCE PRODUCTS LTD.
INVANZ,Hormone replacements,21531,60853,G.M.F. SRL
ABATUSS DMX,Antimalarial,21532,45824,WAYMAR PHARMACEUTICALS INC.
FOOTLOGIX,Antimalarial,21533,39092,SAPROCHI SA
EMF DETOX,Analgesics,21534,33315,K-G SPRAY-PAK INC
ANTIDANDRUFF,Statins,21535,8152,GIOPHARMA A.T. INC.
CANDIDA ALB,Antipyretics,21536,16286,DUWOP LLC
SUNZONE KIDS SPF 60,Mood stabilizers,21537,6251,INTERNATIONAL DERMATOLOGICALS INC.
FLUORIDE GEL,Antibiotics,21538,88306,PROFESSIONAL VETERINARY LABORATORIES
1 DETOXIFICATION,Mood stabilizers,21539,2142,BRAINTREE LABORATORIES INC.
REXULTI,Tranquilizers,21540,24846,ORIMED PHARMA INC
PRINCIPEN '250',Antiseptics,21541,45916,GUINOT
LA CREME PLUS,Antibiotics,21542,57224,AVMOR LTD
TREATMENT SET TS329123,Oral contraceptives,21543,97091,PASCAL INTERNATIONAL CORPORATION
MEGACE,Mood stabilizers,21544,45391,PLESSIS PREMIX DIVISION OF SANOFI CANADA
THROAT RELIEF LOZENGES,Tranquilizers,21545,4631,LACTAID INC.
MEMBERS MARK NICOTINE,Analgesics,21546,88470,YOUNGFLEX MANUFACTURING INC.
PUREFE PLUS,Antimalarial,21547,43992,TRADITIONAL MEDICINALS
SINUS DAYTIME,Stimulants,21548,12059,PRODUITS CAPITAL INC.
NATRUM MUR,Antipyretics,21549,82013,ENDOVATIONS INC.
CARDENE SR,Stimulants,21550,43656,CLARION MEDICAL TECHNOLOGIES INC.
TEETHING KIDS RELIEF,Hormone replacements,21551,6215,EQUIPEMENT SANITAIRE CHERBOURG 1977 INC.
ROBITET,Statins,21552,86826,LAB DIO-PRIS INC.
VANAMINE PD,Antipyretics,21553,69613,MCBRAYNE FEED & SUPPLY LTD.
LEVORA,Analgesics,21554,79938,BIO-OPTION INC.
ESOPINIO TOPAZ PHYTO,Analgesics,21555,79831,LABORATOIRE MIGAR LTÉE
STAVUDINE; LAMIVUDINE,Antimalarial,21556,34504,TAIKO PHARMACEUTICAL COMPANY LTD.
DENBLAN,Mood stabilizers,21557,25954,ADRIA LABORATORIES OF CANADA LTD.
HEADACHE COUGH,Tranquilizers,21558,48278,PHARMALAB INC.
SAPHRIS,Hormone replacements,21559,82128,DECON7 SYSTEMS LLC
RELENZA,Stimulants,21560,28015,LA COUPE
THYREOIDEA COMPOSITUM,Antibiotics,21561,57624,DESHELI CANADA INC
BERBERIS AURUM,Tranquilizers,21562,57560,L K BOHN ENTERPRISES LTD.
CMV STAT,Oral contraceptives,21563,89631,HORIZON SANTÉ INTERNATIONAL INC.
CARE ONE NASAL,Antibiotics,21564,44724,BYO-BALANCE LTD.
NIGHT RELIEF FREE,Oral contraceptives,21565,70635,HUMEX LABS INC.
DIFLUNISAL,Antiseptics,21566,50569,AURIUM PHARMA INC
CAMRESE LO,Hormone replacements,21567,75294,COMMERCE PHARMACEUTICS INC.
FENTANYL,Hormone replacements,21568,81382,MTC ANIMAL HEALTH
ALLOPAX,Analgesics,21569,43962,META PHARMACEUTICALS INC.
ALKA SELTZER ORIGINAL,Mood stabilizers,21570,9691,N-TWO MEDICAL INC
AVC,Analgesics,21571,15487,OUTSIDE LABS INC
LOVASTATIN,Oral contraceptives,21572,61979,THUNA HERBAL REMEDIES LTD.
WHITE HOLIC 50ML,Statins,21573,41264,NFI CONSUMER PRODUCTS
ROZLYTREK,Antiseptics,21574,42515,AMADA MEDICAL INC.
AZOR,Oral contraceptives,21575,10175,STATE CHEMICAL LTD.
TUKYSA,Mood stabilizers,21576,5362,ECOLAB CO
ROSACEA SYMPTOM RELIEF,Analgesics,21577,1547,BIO-NURBEL LTEE
ACTINEX,Oral contraceptives,21578,74612,ALCO PRODUCTS
OHTRUST NANO ION WATER,Antibiotics,21579,28584,XENEX LABORATORIES INC.
PDI SANI-HANDS,Oral contraceptives,21580,31272,VEN TECH HEALTH CARE CORP INC.
HUITOMI PACK,Statins,21581,98946,ALLERGY LABS. OF CANADA
AREA FOUNDY NATURAL,Stimulants,21582,29573,GREEN HEALTH
SUNSCREEN SPORT,Antipyretics,21583,34959,MB DISTRIBUTION ENRG
TENA PROTECTIVE CREAM,Analgesics,21584,55789,NATURAL PHARMA INC. C/O NU LIFE
TREATMENT SET TS128870,Oral contraceptives,21585,73818,JADE OCEAN CHINESE HERBAL REMEDIES LTD.
AMABELZ,Mood stabilizers,21586,51586,WATER CONCEPTS INC.
SILKY EYE PRIMER,Tranquilizers,21587,81243,KENTRON HEALTH CARE INC.
BACTOFLAM,Analgesics,21588,63692,EPI HEALTH LLC
EQUALINE TUSSIN COUGH,Antipyretics,21589,17931,FAIRTRADE INTERNATIONAL CO. LTD.
INSTI-FOAM SANITIZER,Antipyretics,21590,19480,SANITAL CHEMICAL LABS LTD.
STRENGTH F,Antipyretics,21591,50812,STELLA PHARMACEUTICAL CANADA INC.
AQUA FIT CUSHION W37,Tranquilizers,21592,36315,BIOSCAN CONTINENTAL INC.
DAYSEE,Mood stabilizers,21593,33627,ADVANCED RESEARCH LABORATORIES
MEDIPLAST,Antimalarial,21594,34105,TECHPHARM INC.
MEIJER,Hormone replacements,21595,29832,ACCESS THERAPY CENTRE
DOXY 100,Mood stabilizers,21596,70841,UNION SWISS (PTY) LIMITED
AURORA FRESH BURST,Hormone replacements,21597,4283,DUKAL CORPORATION
PROPULSID,Mood stabilizers,21598,11364,ALPHARMA CANADA CORPORATION
VARIX,Stimulants,21599,94386,DYNAMIC NUTRITIONAL ASSOCIATES
POLYMYXIN B,Mood stabilizers,21600,45073,IMPORTATIONS BIOCHALA INC.
VYNDAQEL,Analgesics,21601,35022,WISCONSIN PHARMACAL CO. LLC
LUBAS,Analgesics,21602,8329,PRODUITS SANITAIRES G G ENR
METABOLIC,Stimulants,21603,28901,MCZAND HERBAL INC.
EDARBI,Analgesics,21604,86452,JANE & COMPANY LLC
HOPE IN A JAR SPF 25,Antibiotics,21605,22394,MID-LAND CHEMICALS (2003) LTD.
VICTRELIS,Antimalarial,21606,46141,CHESTER LABS INC.
TREATMENT SET TS347537,Antibiotics,21607,97705,PJ HOLDINGS CORP.
REQUIP,Mood stabilizers,21608,27084,ALPHARMA INC
SYMLIN,Antiseptics,21609,64451,ERIE SCIENTIFIC LLC
SCENESSE,Antiseptics,21610,84336,MEDIVATORS INC
BIO-COMBINATION 28,Tranquilizers,21611,30252,INLAND/ALCARE
GINKGO BILOBA,Statins,21612,5308,BIOADVANTEX PHARMA INC.
HCB-TONE,Analgesics,21613,79908,SEPTODONT INC
MENYANTHES TRIFOLIATA,Analgesics,21614,41425,MACO PHARMA
9-1-1 STRESS CONTROL,Tranquilizers,21615,20507,VALNEVA SWEDEN AB
EQUISTEUM IRIS,Antiseptics,21616,88791,HYSOPE FRANCE SA
FAMILY I,Antipyretics,21617,60032,LAWSON PRODUCTS INC.
CITRUS VULGARIS,Mood stabilizers,21618,6921,MYLAN SPECIALTY LP
KYRA,Antimalarial,21619,5503,PETER THOMAS ROTH LABS LLC
B.S.C AMPUL,Analgesics,21620,652,LUCAS SPECIALTY PRODUCTS LLC
KIDNEY BEAN,Antibiotics,21621,75196,FOURNIER PHARMA INC
BORON,Antipyretics,21622,50571,LAB BIOPHYTAL INC.
GENT-L-TIP,Statins,21623,85770,JACKS CANADA INC.
MYRISTICA SEBIFER,Antibiotics,21624,10893,THOMAS HAIR AND SCALP SPECIALISTS
JUNEL 1.5/30,Analgesics,21625,15304,MEDI-FLEX INC.
GRANATUM,Tranquilizers,21626,17118,DARPHIN
CAVERJECT,Antiseptics,21627,3302,RALSTON PURINA CANADA INC.
DOCUSOL,Antipyretics,21628,61275,ELIZABETH ARDEN (CANADA) LIMITED
EFINACONAZOLE,Antipyretics,21629,82769,DERMATOLOGIC COSMETIC LABORATORIES
TICKED,Mood stabilizers,21630,52209,LES PRODUITS AGRO-B INC.
ZEP LEMONGRASS,Statins,21631,54116,GOLF AMERICA OF SOUTHWEST FLORIDA INC
BILLIOUSNESS,Hormone replacements,21632,6043,TISSERAND AROMATHERAPY
TL-HEM 150,Mood stabilizers,21633,12238,CHAMPION FEED SERVICES
ORTHO-NOVUM 7/14-28,Antibiotics,21634,90206,AMERICAN LIFE NUTRITION INC.
VOMITING DIARRHEA,Analgesics,21635,13282,ORTHO-MCNEIL INC.
NO-AD 30 SUNSCREEN,Antimalarial,21636,71465,THE SAMSON SOAP CO LTD.
DIMAPHEN DM,Analgesics,21637,36491,ALBION LABORATORIES INC.
MULTITRACE -4,Antipyretics,21638,55362,DEL PHARMACEUTICALS INC.
MERC SOL,Mood stabilizers,21639,11575,MEDIVET PHARMACEUTICALS LTD.
RYTHMOL,Antiseptics,21640,57684,VEN TECH HEALTH CARE CORP INC.
SODIUM PHOSPHATES,Hormone replacements,21641,76255,MILLENIUM HEALTHCARE CORP.
SYMAX SR,Tranquilizers,21642,68642,UP TIME SPORTS NUTRITION MEDICAL IND
EAR FORMULA,Antibiotics,21643,33088,HOSPITAL SPECIALTY COMPANY
REBOOST IMMUNE,Tranquilizers,21644,28094,TELEDYNE WATER PIK
MALE STRENGTHENER,Antipyretics,21645,47102,KELLY PHARMACEUTICALS
LUXURY,Tranquilizers,21646,83436,QUESTOR PHARMA INC.
MEGESTROL ACETATE,Antiseptics,21647,86862,WELEDA AG HEILMITTELBETRIEBE
GREENFISH BODY-S,Antimalarial,21648,34128,NORAC INC.
QUIT NITS ADVANCE,Antimalarial,21649,30968,ALEXANDRIA INTERNATIONAL INC.
SENNA-S LAXATIVE,Stimulants,21650,62380,ALTACHEM PHARMA INC.
FLUMAZENIL,Statins,21651,83923,CPS PRODUCTS CANADA LTD
TYN MANS,Antibiotics,21652,45993,KRIPPS PHARMACY LTD.
NICOTINE GUM,Antibiotics,21653,4812,ALZA CANADA
TOPICAL,Mood stabilizers,21654,54348,MAGISTRAL BIOTECH INC.
CALCIUM COMPOSITION,Mood stabilizers,21655,11962,ROXTON INDUSTRIES INC
ANAFRANIL,Oral contraceptives,21656,86859,COOPERVISION INC.
LIP AND HAND CAMELLIA,Antiseptics,21657,15215,NATALI PRODUCTS IMPORT COMPANY INC
DOCUSATE CALCIUM,Antibiotics,21658,8357,MICHEL DE VILLEFRANCHE INC.
OBY-TRIM,Antibiotics,21659,84686,MULTI-BLEND LTD.
ALLOPURINOL,Antimalarial,21660,3661,CELLCHEM PHARMACEUTICALS INC.
WIESBADEN,Antiseptics,21661,29272,PENN CHAMP/BARCOLENE
PAMIDRONATE DISODIUM,Mood stabilizers,21662,38222,ALBERTO-CULVER CANADA INC.
UTI AND KIDNEY STONES,Analgesics,21663,86506,ISAGENIX INTERNATIONAL LLC
COMFORT,Tranquilizers,21664,5707,ENCYSIVE PHARMACEUTICALS INC
CVS PHARMACY SPF 30,Oral contraceptives,21665,79872,MODEC INC.
ACNE RESCUE,Antiseptics,21666,79620,INTRACARE BV
ACNE SPOT REPAIR,Antipyretics,21667,63657,TRILLIUM HEALTH CARE PRODUCTS INC
NAYZILAM,Analgesics,21668,83478,TETRA WERKE DR ULRICH BAENSCH GMBH
STRESS - TENSION,Statins,21669,60582,609090 ONTARIO LTD.
PINK ANTIBACTERIAL,Statins,21670,85139,PHYSICIANS FORMULA INC.
LORAC FOUNDATION FAIR,Antiseptics,21671,32084,DERMTEK PHARMA INC
DAYRELIEF PE,Statins,21672,49451,KENRAL INC.
E.E.S. 200,Analgesics,21673,67013,ERFA CANADA 2012 INC
GLATOPA,Hormone replacements,21674,74761,AUSTIN RESEARCH LABS CORP
SYLVANT,Stimulants,21675,77246,FASHION FAIR LLC
HEVERT DETOX LIVER,Hormone replacements,21676,76031,LOCIN INDUSTRIES LIMITED
BURKHART,Antimalarial,21677,20398,SWISS HERBAL REMEDIES LTD.
TOTAL MERCURY,Oral contraceptives,21678,76255,AKZO NOBEL SURFACE CHEMISTRY AB
UNDA 47,Antibiotics,21679,91374,ADREM LTD.
PREMIER VALUE ALLERGY,Statins,21680,10560,JR CARLSON LABS INC
DENTI-CARE,Statins,21681,76188,GIOPHARMA A.T. INC.
ALLERGYEASE PLAINS,Antibiotics,21682,8030,JONES FEED MILL LTD.
BIO-COMBINATION 5,Hormone replacements,21683,89046,AMAPHARM GMBH
BALMERS HANRYEONCHO W,Antimalarial,21684,51863,DOLISOS LABORATOIRES S.A.
SUPER SERUM,Oral contraceptives,21685,10320,ZAKARIA PHARMACEUTICAL GROUP INC.
PURPLE CONEFLOWER,Analgesics,21686,98226,FINITEC CANADA INC.
ZOLINZA,Antipyretics,21687,82415,ASTRA PHARMA INC.
NIGHT TIME,Mood stabilizers,21688,80492,W.R. ENTERPRISES INC.
FLUORESCITE,Oral contraceptives,21689,53751,CONCEPT COSMETIC LABS
DRAINAGE D-TOX LYMPH,Tranquilizers,21690,46455,AWARENESS CORPORATION
KIDS RELIEF CALENDULA,Analgesics,21691,14251,MATELVAGE SARL
RURINA,Mood stabilizers,21692,29519,WELLA CANADA INC.
CELEBRATION FOUNDATION,Analgesics,21693,7383,HUNTINGTON LABORATORIES CANADA LTD.
DOMETUSS-DA,Antipyretics,21694,767,DORMER LABORATORIES INC.
AZURETTE,Antimalarial,21695,25853,SM BOUCHARD
EYLEA,Antiseptics,21696,45000,ADVANCE LABORATORIES LIMITED.
OHM RENAL TERRAIN,Tranquilizers,21697,10564,DERMA SCIENCES INC
KREOSOTUM 200C,Stimulants,21698,59380,GS LABORATORIES LTD.
SALINE MIST,Mood stabilizers,21699,89744,BIG COUNTRY AGRI-FEEDS LTD.
MEPRO-ASPIRIN,Statins,21700,65463,LIFIZZ VITAMINS INC.
HEALTH MART NIGHT TIME,Stimulants,21701,33396,LE PENCE COSMETICS
ERYTHROCYTES 6,Antimalarial,21702,21931,UNIFEED
BLUNT TRAUMA,Antibiotics,21703,82118,BIOCENTRE
CROTALUS HORRIDUS,Antiseptics,21704,6368,E.R.I. LABS INC.
ALLERGIES,Antipyretics,21705,31001,AMG MEDICAL INC
QUENTASAN,Antipyretics,21706,35344,LEE PHARMACEUTICALS INC.
NEULASTA,Antiseptics,21707,78851,MONTREAL NEUROLOGICAL INSTITUTE
HAIR GROWTH PROMOTE,Hormone replacements,21708,63922,BERROLEX INC. LES LABORATOIRES
LABETALOL HCL,Oral contraceptives,21709,77868,CESCO SOLUTIONS INC.
CEDAR FEVER,Hormone replacements,21710,74778,PRO TERRA GROUP
FOMEPIZOLE,Analgesics,21711,26161,LONGSET LABORATORIES INC.
INFECTONE,Analgesics,21712,79926,D.C. LABS LIMITED
STERILE TALC,Statins,21713,74407,BARD PHARMACEUTICALS (1990) INC
ESTRATAB,Mood stabilizers,21714,95483,MCM KLOSTERFRAU
DUTREBIS,Antiseptics,21715,91281,KABI PHARMACIA AB
GENTLE NATURALS,Analgesics,21716,48569,PIERRE FABRE DERMO-COSMÉTIQUE
OTEZLA,Antibiotics,21717,80320,MAX PHARMA CANADA INC.
PETER PAN,Antiseptics,21718,70348,NICODROPS INC
KETOROLAC TROMETHAMINE,Mood stabilizers,21719,87005,STELLAR PHARMACAL CORP
AMRIX,Analgesics,21720,64663,AMERIFIT INC.
FLUVIRIN,Mood stabilizers,21721,72966,BABSON BROTHERS COMPANY
STARLIX,Antiseptics,21722,7135,HEALTHPOINT CANADA ULC
FUSILEV,Oral contraceptives,21723,23916,TRI-TEX CO INC.
CUADRIDERMA,Statins,21724,20429,UNCLE LEE'S TEA INC.
BETHANECHOL CHLORIDE,Antipyretics,21725,54506,ALBERTA HEALTH SERVICES
HAND WASH,Antimalarial,21726,38762,S+
ARTHRITIS CREME,Analgesics,21727,64104,HYGIPRO INC.
SISAL,Hormone replacements,21728,88143,THROMBOGENICS NV
VANACOF DM,Antimalarial,21729,72997,DISPENSAPHARM
OCIMUM SANCTUM,Antibiotics,21730,25287,FITNESS QUEST
DARIEN,Antimalarial,21731,45237,SPAN-AMERICA MEDICAL SYSTEMS INC.
ABLAVAR,Stimulants,21732,1766,BAXTER CORPORATION
HYLATOPIC EMOLLIENT,Mood stabilizers,21733,35077,HARMONY LABORATORIES INC.
DUST - MOLD - DANDER,Tranquilizers,21734,63527,VIGOR FEEDS DIVISION OF BURNS FOODS LTD.
DRONABINOL,Antiseptics,21735,83549,EMBALLAGES JEAN CARTIER
BAVENCIO,Statins,21736,12943,ALYPSIS INC.
NP THYROID 90,Oral contraceptives,21737,49394,DUO SANITARY PRODUCTS INC.
CONGESTAID II,Antibiotics,21738,46731,WATER ENERGY TECHNOLOGIES
OSENI,Stimulants,21739,29617,NUTRIBALANCE
ARIPIPRAZOLE,Statins,21740,47205,SOUTH ATLANTIC INDUSTRIES INC.
NEUTREXIN,Antimalarial,21741,78342,FRAN WILSON CREATIVE COSMETICS
LIQUID E-Z-PAQUE,Antiseptics,21742,8100,HUNTINGTON LABORATORIES ECOLAB INC.
NYSTEX,Tranquilizers,21743,57387,NAKA SALES LTD.
METALS DETOX,Antibiotics,21744,8010,CARRAM INC.
TRI-LUMA,Statins,21745,92760,AKZO NOBEL SURFACE CHEMISTRY AB
ALTIDESP,Antiseptics,21746,89343,KENDO HOLDINGS INC
OUTDOOR HANDS,Antipyretics,21747,37282,BIOSCAN CONTINENTAL INC.
H ACNE FORMULA,Antiseptics,21748,72928,DENTEK ORAL CARE INCORPORATED
