virusName           ,virusId             ,sources             ,dangerLevel         
PROFIT,83397,MACEDONIA,88
V270X,83398,CHINA,3
ROUGHCRAIG,83399,MALAWI,25
BARRO,83400,BAHRAIN,65
SWAINSONIA,83401,SERBIA,4
CEROPEGIA,83402,TUNISIA,26
ANGEL CAYS,83403,FIJI,83
SECRETARY,83404,ANTIGUA AND BARBUDA,66
KILLAMADOT,83405,LIBYA,93
ALKANNA,83406,ANGOLA,30
MAGERØYA,83407,AFGHANISTAN,94
CORDYLINE,83408,PARAGUAY,76
CADZOW,83409,CENTRAL AFRICAN REPUBLIC,85
ANUANURARO,83410,NEPAL,26
OLEA,83411,NEW CALEDONIA,29
BLAKELOW,83412,SUDAN,66
ROSE APPLE,83413,LESOTHO,63
PASARAN,83414,MOZAMBIQUE,59
AVONHEAD,83415,NIGER,70
AHE,83416,TANZANIA,98
ACTIFED,83417,GUINEA-BISSAU,6
RISCA,83418,ECUADOR,61
PEASHRUB,83419,INDONESIA,82
HOUGH HOLE,83420,MOROCCO,78
VIPER,83421,ARUBA,38
JABAT,83422,NAMIBIA,86
BANTONE L,83423,GUAM,1
SKEHENA,83424,ANDORRA,22
PUPIENUS,83425,UNITED ARAB EMIRATES,81
DERMATITIS,83426,CAMEROON,47
HERSCHELS,83427,PAPUA NEW GUINEA,50
ESSEX,83428,QATAR,83
DILLHORNE,83429,GERMANY,75
APTENIA,83430,MALI,24
CATALEPSY,83431,COMOROS,84
MAFIA,83432,TRANSNISTRIA,41
ANDORJA,83433,PERU,2
GRAVE YARD,83434,FALKLAND ISLANDS,33
MEGREZ,83435,TRANSNISTRIA,57
MUSKEGET,83436,HOLLAND,73
CYMMER,83437,TANZANIA,36
PHYSARIA,83438,CANADA,38
COLL,83439,EGYPT,67
CONEYGRE,83440,CEYLON,39
PUSSY EARS,83441,JAPAN,22
EUBOEA,83442,ESTONIA,17
PARK,83443,BAHRAIN,28
EGLINGTON,83444,CAPE VERDE,52
EMF 625,83445,KYRGYZSTAN,75
FEJØ,83446,GUYANA,83
LLONG,83447,GABON,55
LLETTYMAWR,83448,TOGO,90
EDDISBURY,83449,TAIWAN,42
STRIDOR,83450,VANUATU,28
PARRY,83451,AUSTRALIA,23
PENDLEBURY,83452,NAGORNO-KARABAKH,99
KAKAWAIE,83453,TRINIDAD AND TOBAGO,23
OUTWOOD,83454,DOMINICAN REPUBLIC,84
ENSIFER,83455,TRISTAN DA CUNHA,65
SHORTIA,83456,COLOMBIA,19
PATE,83457,C�TE D'IVOIRE,12
BLAIR,83458,YEMEN,72
GWLADIS,83459,USSR,34
BOZCAADA,83460,NORFOLK ISLAND,15
POPULUS,83461,SEYCHELLES,84
YEOUIDO,83462,BELGIUM,59
TERAINA,83463,NETHERLANDS ANTILLES,61
KENDON,83464,AFGHANISTAN,71
MILI ATOLL,83465,PHILIPPINES,96
ARLEY PITS,83466,PERU,15
MOSO,83467,SEYCHELLES,21
CIVIL WAR,83468,ECUADOR,55
IVESLEY,83469,NAGORNO-KARABAKH,50
INISHEER,83470,IRAN,23
BLADDERPOD,83471,UKRAINE,71
ALOPECIA,83472,BURMA,8
AUSPAR,83473,UNITED STATES OF AMERICA,91
TIBOUCHINA,83474,ABKHAZIA,92
MANUS,83475,DOMINICAN REPUBLIC,18
MOLES,83476,KIRIBATI,4
TURKEY,83477,SYRIA,77
EAGLE,83478,TAIWAN,74
METALLAH,83479,IRAN,51
BROOMFIELD,83480,JAPAN,21
ASINARA,83481,KUWAIT,61
MATURA,83482,SAMOA,68
BLAENAVON,83483,ZAMBIA,94
FOUQUIERIA,83484,GREECE,55
AJAX,83485,TRINIDAD,44
JACKFRUIT,83486,SAINT VINCENT AND THE GRENADINES,58
MØN,83487,ZAMBIA,93
BACKMUIR,83488,COMOROS,26
ATIK,83489,SAN MARINO,84
DELONIX,83490,BURUNDI,30
FIGHTING,83491,PITCAIRN ISLANDS,68
BRONCHITIS,83492,ANTIGUA AND BARBUDA,2
EAGLE GILL,83493,TRINIDAD AND TOBAGO,20
RUBRIVIVAX,83494,SOUTHERN IRELAND,38
THIOCLAVA,83495,NIGERIA,99
NORTH,83496,SAINT HELENA,54
WEST,83497,SURINAME,24
ZODA,83498,MOZAMBIQUE,41
GWERSYLLT,83499,HOLLAND,30
SISTERS,83500,VIETNAM,36
LARIX,83501,USA,9
NEW GUINEA,83502,KOSOVO,18
ASTIPALAIA,83503,ANGOLA,87
BINDWEED,83504,CHINA,38
CLUB,83505,TUNISIA,56
PAYDAY,83506,BRAZIL,85
LYAL,83507,GREECE,59
ZEPPELIN,83508,SINGAPORE,26
RHYDWAIN,83509,TAIWAN,85
ALMA,83510,ZIMBABWE,7
CABAD,83511,SAINT PIERRE AND MIQUELON,83
LIMEHURST,83512,MAYOTTE,7
BELLSMOOR,83513,TURKMENISTAN,50
DERXIA,83514,MAURITANIA,18
KILBURNE,83515,ZIMBABWE,66
VANILLA,83516,ZAMBIA,54
REDBAY,83517,ANDORRA,9
LEPROSY,83518,SURINAME,63
NOMOCHARIS,83519,FRANCE,75
DYNANT,83520,KAZAKHSTAN,89
TILLERY,83521,UNITED KINGDOM,41
DICHONDRA,83522,PERU,46
NEW ROCK,83523,JAPAN,61
PALAGRUŽA,83524,TAJIKISTAN,94
FUGLOY,83525,SEYCHELLES,69
MATIA,83526,MALI,43
ROTUMA,83527,LUXEMBOURG,81
KIMBERLEY,83528,JAPAN,46
CORTADERIA,83529,NEPAL,96
HELLEBORUS,83530,SAINT VINCENT AND THE GRENADINES,80
ACONITUM,83531,NORTH KOREA,63
AGUNIJIMA,83532,PARAGUAY,49
BLOOD LUST,83533,MONACO,12
FARAY,83534,TOKELAU,64
ALHENA,83535,NEPAL,86
PONZA,83536,KAZAKHSTAN,50
HUISH,83537,GUINEA-BISSAU,74
AEROCOCCUS,83538,CAPE VERDE,11
BREEZY,83539,KUWAIT,5
BARLEY,83540,AFGHANISTAN,92
GRAIG,83541,JERSEY,52
MINT BUSH,83542,CAMBODIA,35
ANGINA,83543,BURUNDI,65
MATINICUS,83544,SAINT VINCENT AND THE GRENADINES,61
SOAPWORT,83545,SVALBARD,11
ACARICOMES,83546,PALESTINE,58
ERIOPHORUM,83547,BOSNIA AND HERZEGOVINA,5
GEMELLA,83548,MADAGASCAR,36
NUMBER 6,83549,IRAQ,63
AMMERON,83550,ABKHAZIA,85
HOY,83551,TOBAGO,20
IOS,83552,JAMAICA,47
GAS,83553,TRANSNISTRIA,51
STOBSWOOD,83554,SAINT LUCIA,69
ACORUS,83555,INDONESIA,21
KAT O,83556,JAPAN,63
REINDEER,83557,COMOROS,34
SIPSON,83558,CHRISTMAS ISLAND,73
SHARPSHIN,83559,PAKISTAN,43
ANACAPA,83560,REPUBLIC OF IRELAND,6
IRONWEED,83561,ROMANIA,68
COM2S,83562,CEYLON,70
HOMER HILL,83563,UZBEKISTAN,56
XANTHOMA,83564,SRI LANKA,24
SALTSPRING,83565,PALESTINIAN TERRITORIES,21
LOPEZ,83566,OMAN,57
STYX,83567,BELGIUM,31
OURISIA,83568,PALAU,5
HENLLIS,83569,ITALY,77
ZERO BUG,83570,NEW ZEALAND,36
BROUGHTON,83571,MALTA,14
MOUSE,83572,GUAM,79
GARNANT,83573,PALAU,3
IZAR,83574,NORTH KOREA,97
DESEMZIA,83575,UNITED KINGDOM,26
PORTOBELLO,83576,PANAMA,67
SPECTACLE,83577,SWITZERLAND,50
BELLTHORN,83578,ESTONIA,73
TRILLIUM,83579,ISRAEL,12
TANNA,83580,SOUTHERN IRELAND,71
BUMELIA,83581,SOMALIA,7
BROWNS,83582,GREECE,66
SABRINA,83583,PERU,8
OXLEE,83584,BOSNIA AND HERZEGOVINA,1
SALANA,83585,SERBIA,73
CLEOME,83586,ALBANIA,22
GARTURK,83587,IVORY COAST,76
FARA,83588,PALESTINIAN TERRITORIES,65
SUNDRUM,83589,AMERICA,95
CONOPHYTUM,83590,ARGENTINA,51
WELDENIA,83591,SWITZERLAND,94
PLATO,83592,ICELAND,38
CHICORY,83593,COCOS,88
RETAMA,83594,C�TE D'IVOIRE,45
DISCUS ,83595,CENTRAL AFRICAN REPUBLIC,5
DELOS,83596,NAURU,38
HERMIL,83597,SOLOMON ISLANDS,91
KOBJELTAK,83598,PUERTO RICO,90
OATS,83599,LIBYA,100
FALLS,83600,UNITED KINGDOM,65
ERTHOLMENE,83601,KOSOVO,97
MOTURATA,83602,HONDURAS,15
DEBY,83603,TOGO,39
HEAT RASH,83604,NEPAL,72
ASPHODELUS,83605,DOMINICAN REPUBLIC,70
PEEL,83606,NORTHERN IRELAND,89
GRACIOSA,83607,ITALY,36
GOUGH,83608,TANZANIA,19
NERVA,83609,NIGER,93
BROOKHOUSE,83610,ISRAEL,53
MONTEEN,83611,GRENADA,82
YELLOW,83612,MAURITANIA,35
V1463,83613,CHAD,31
ARRANMORE,83614,GABON,62
ASANOA,83615,TRINIDAD AND TOBAGO,83
HASLAND,83616,CAYMAN ISLANDS,66
HARY,83617,SAINT MARTIN,34
GURSKØY,83618,SERBIA,78
STAUNTONIA,83619,SAHRAWI ARAB,9
GAIVOTA,83620,BHUTAN,60
CALLUS,83621,GUINEA-BISSAU,81
CRYNANT,83622,GREENLAND,27
BUCKHOLT,83623,ALGERIA,66
COCOS,83624,BELIZE,80
GATESTONES,83625,SOMALILAND,97
SNAPE,83626,GHANA,87
BRUGMANSIA,83627,C�TE D'IVOIRE,67
TAIWAN3,83628,TAIWAN,58
WAINGROVES,83629,SOMALILAND,49
ATOMIC1A,83630,SWITZERLAND,97
EGLINHAM,83631,JORDAN,30
REDBURN,83632,PALESTINIAN TERRITORIES,41
LAWSONIA,83633,ISRAEL,73
GRUNEY,83634,BOTSWANA,35
WATKINS,83635,AUSTRIA,74
GLENGYRON,83636,BENIN,55
TJELDØYA,83637,ENGLAND,18
SORANGIUM,83638,MEXICO,84
ECHIUM,83639,AUSTRIA,100
CROOKED,83640,BELGIUM,81
ROSEMARY,83641,KENYA,10
WILNECOTE,83642,JAPAN,69
COURSON,83643,AMERICAN SAMOA,91
LAGURUS,83644,BRITISH VIRGIN ISLANDS,53
METIS,83645,SAHRAWI ARAB,51
FRYSTON,83646,MOROCCO,47
HURLFORD,83647,AMERICAN SAMOA,29
GEIKE,83648,SOMALIA,44
DUVERNETTE,83649,ANTIGUA AND BARBUDA,67
KOHLERIA,83650,SOUTH KOREA,85
YARD,83651,PARAGUAY,8
LACECAP,83652,UNITED STATES OF AMERICA,95
DOMBEYA,83653,SWAZILAND,84
AMBLECOTE,83654,VATICAN CITY,86
BLACKJACK,83655,SYRIA,99
PLO,83656,NORWAY,8
POST OAK,83657,IRAN,47
CRINUM,83658,MAURITANIA,3
PLATYCARYA,83659,SWAZILAND,13
BUCKWHEAT,83660,SCOTLAND,34
AVENS,83661,GAMBIA,19
ÎLE VERTE,83662,CHRISTMAS ISLAND,94
GAWTHORP,83663,HERZEGOVINA,57
MUSSAENDA,83664,PITCAIRN ISLANDS,35
PAEONIA,83665,CAMEROON,43
AXWELL,83666,MAURITANIA,93
MASTALGIA,83667,AKROTIRI,31
SCORES,83668,IRAN,23
PLENMELLER,83669,NORTHERN IRELAND,6
LISTONELLA,83670,MONACO,39
HOËDIC,83671,SOLOMON ISLANDS,98
OAK PITS,83672,POLAND,48
TOKETOKE,83673,SAUDI ARABIA,69
NEW MAIN,83674,PITCAIRN ISLANDS,55
PEAKS,83675,MEXICO,25
GREENRIG,83676,ARGENTINA,91
QESHM,83677,VENEZUELA,30
LEONTICE,83678,CAYMAN ISLANDS,29
GAUA,83679,JORDAN,68
CLOVER,83680,SINGAPORE,20
BOMBAX,83681,GREENLAND,73
AEGINA,83682,UZBEKISTAN,52
GUN LANE,83683,SCOTLAND,96
BUCKLEY,83684,TOGO,20
EXUMA,83685,SAHRAWI ARAB,43
BRIDGEMAN,83686,UNITED ARAB EMIRATES,81
FIFI,83687,LIBYA,14
NABB,83688,SOLOMON ISLANDS,27
MCCOY,83689,ECUADOR,21
NOCTURIA,83690,NAURU,75
H-457,83691,LIBYA,87
FILEDATE,83692,KIRIBATI,32
MAXIMIAN,83693,ARUBA,67
VENTOTENE,83694,KOSOVO,70
IPHEION,83695,ENGLAND,3
STEROPE II,83696,HOLLAND,29
COLOCASIA,83697,TOKELAU,38
REDBUD,83698,INDONESIA,57
ZHA XI,83699,PITCAIRN ISLANDS,98
HEMORRHAGE,83700,FRANCE,43
LAND,83701,NORTH KOREA,66
ARNEBIA,83702,MOZAMBIQUE,40
SLATE,83703,SWITZERLAND,93
CONGEA,83704,MALAYSIA,49
LANGLI,83705,ALGERIA,10
HANTAVIRUS,83706,MALAWI,96
BROADFIELD,83707,TOGO,64
CHARA,83708,SAINT PIERRE AND MIQUELON,42
TYWITH,83709,URUGUAY,34
TALAUD,83710,TOBAGO,41
NIAU,83711,CENTRAL AFRICAN REPUBLIC,35
SPARGANIUM,83712,UNITED ARAB EMIRATES,67
ORONSAY,83713,CENTRAL AFRICAN REPUBLIC,55
PHALARIS,83714,SOMALIA,46
CHINA DOLL,83715,NAGORNO-KARABAKH,69
ARCTOTHECA,83716,MACAU,31
CATASETUM,83717,ESTONIA,39
KOLTUR,83718,GUINEA BISSAU,76
TALAKITE,83719,AKROTIRI,23
DEADMAN,83720,COCOS,4
CACAO,83721,PHILIPPINES,82
KIRKWOOD,83722,ARUBA,51
FIRETHORN,83723,SURINAME,57
LODGE,83724,COSTA RICA,85
CERASTIUM,83725,PALAU,43
FABIAJET,83726,PHILIPPINES,79
ROYAL FERN,83727,DOMINICA,63
SAAREMAA,83728,SINGAPORE,53
FISTULA,83729,LAOS,70
MEGACOLON,83730,AUSTRALIA,64
SUNBURN,83731,AFGHANISTAN,28
BARRIER,83732,UKRAINE,93
RESOLVEN,83733,NETHERLANDS,89
IVA ANNUA,83734,UNITED STATES,57
PITCH PINE,83735,SPAIN,68
WORTLEY,83736,PAPUA NEW GUINEA,86
PENTRICH,83737,TOKELAU,17
GRAVELLY,83738,MARSHALL ISLANDS,4
BUBONIC,83739,VANUATU,78
ERYTHRASMA,83740,KUWAIT,84
CUNILA,83741,YEMEN,82
RANDOM,83742,ESTONIA,18
GEUM,83743,AKROTIRI,48
CAMPBELL,83744,BRUNEI,61
HACKER,83745,MOLDOVA,62
ANYDROS,83746,HUNGARY,12
DEAN'S OLD,83747,SWITZERLAND,45
ALDER CAY,83748,GERMANY,43
ARNOLD,83749,NIGERIA,94
BROADHALGH,83750,BELIZE,45
DIANTHUS,83751,LAOS,48
FASKINE,83752,SAUDI ARABIA,98
SHARATAN,83753,MACAU,96
GLOSSITIS,83754,HAITI,53
VORONEZH,83755,KYRGYZSTAN,67
CLAY SLOPE,83756,GUERNSEY,29
SPIRIT,83757,MACAU,94
XABARAS,83758,DOMINICAN REPUBLIC,52
LONG LANE,83759,CENTRAL AFRICAN REPUBLIC,81
GAPØYA,83760,MALDIVES,73
GLYCOMYCES,83761,PORTUGAL,68
HOME FARM,83762,SAINT PIERRE AND MIQUELON,83
ERROR,83763,SOUTH OSSETIA,79
BU SADAH,83764,USA,7
HYPEROPIA,83765,CENTRAL AFRICAN REPUBLIC,18
POTVIN,83766,MAURITANIA,70
MEISSA,83767,UNITED STATES OF AMERICA,4
WATSONIA,83768,SOUTH OSSETIA,97
TOLL GATE,83769,NEPAL,96
OLEIPHILUS,83770,MYANMAR,36
ASHY,83771,ARUBA,1
ABRAM,83772,COLOMBIA,92
NEW GROUND,83773,ARMENIA,84
PSARA,83774,GUAM,18
JESSAMINE,83775,MARSHALL ISLANDS,83
KENMIRE L,83776,UNITED ARAB EMIRATES,36
MUHARRAQ,83777,SAINT MARTIN,17
PENSTON,83778,ERITREA,89
ALAND,83779,BULGARIA,9
PORTAGE,83780,LITHUANIA,38
NEWFIELD,83781,URUGUAY,56
GALANTHUS,83782,MYANMAR,71
ELAEAGNUS,83783,MACEDONIA,79
PARSLEY,83784,FIJI,1
DEE SIDE,83785,ANGOLA,52
COBRIDGE,83786,OMAN,15
CAMPION,83787,ARUBA,43
SOMETHING,83788,AFGHANISTAN,88
STATICE,83789,ISLE OF MAN,67
CRAZY IMP,83790,SAMOA,52
GRIBBELL,83791,LIBYA,47
EARNOCK,83792,AZERBAIJAN,75
HALIB,83793,ESTONIA,32
ARUTUA,83794,SOLOMON ISLANDS,54
ABELIA,83795,ALGERIA,22
L ELSDON,83796,SINGAPORE,77
FALSTER,83797,MALDIVE ISLANDS,81
CYBISTAX,83798,MONACO,8
SWORDTAIL,83799,ARGENTINA,31
CABOMBA,83800,HUNGARY,39
BEOCH,83801,KUWAIT,50
WESTHAM,83802,FINLAND,28
MARINDUQUE,83803,TURKEY,29
ETAMIN,83804,SOUTHERN IRELAND,75
COIX,83805,KUWAIT,16
PRINSEPIA,83806,MEXICO,39
AQUICELLA,83807,FINLAND,42
HIBISCUS,83808,TOBAGO,4
ORBEA,83809,UNITED KINGDOM,47
REDGATE,83810,MARSHALL ISLANDS,12
EDEN,83811,PUERTO RICO,58
DEBRE SINA,83812,SWITZERLAND,41
PETER I,83813,MARSHALL ISLANDS,29
GOLDTHREAD,83814,ANTIGUA AND BARBUDA,60
CLONEWAR,83815,LUXEMBOURG,33
DAY FLOWER,83816,HONDURAS,24
NIDDRIE,83817,ALBANIA,42
ONCIDIUM,83818,SVALBARD,66
FOTA,83819,SAINT MARTIN,74
PROMENAEA,83820,MALI,33
BURLINGTON,83821,RUSSIA,46
CHLOROBIUM,83822,PHILIPPINES,63
XYLOSMA,83823,ICELAND,51
PADIHAM,83824,USSR,74
JABBAH,83825,MACAU,57
MITKOF,83826,GUAM,47
PHOEBE,83827,BENIN,91
TANFIELD,83828,FINLAND,64
ISRA-TU,83829,AUSTRALIA,9
V800,83830,GAMBIA,28
PAROTITIS,83831,GAMBIA,71
SAVILLE,83832,INDONESIA,74
AFIPIA,83833,CONGO,82
PINWORM,83834,MACEDONIA,63
WHITIGATE,83835,CAMBODIA,7
KIRITIMATI,83836,LIBERIA,38
ROCK LEVEL,83837,BRUNEI,17
ELIZA,83838,CUBA,35
BRACKLEY,83839,GAMBIA,35
LEYMUS,83840,EL SALVADOR,23
PATOS,83841,SOUTH AFRICA,33
CHEMNITZ,83842,ICELAND,12
ARIES,83843,TRANSNISTRIA,6
LANTANA,83844,MALTA,38
REVELATION,83845,WALLIS AND FUTUNA WALLIS AND FUTUNA,39
CALOCHONE,83846,CANADA,42
EPACRIS,83847,BRAZIL,69
JASIONE,83848,SAUDI ARABIA,19
CRASPEDIA,83849,VATICAN CITY,84
ALLOFUSTIS,83850,PERU,53
MAZAKI,83851,NETHERLANDS ANTILLES,88
KEPPEL,83852,PITCAIRN ISLANDS,2
MARIA,83853,UNITED STATES VIRGIN ISLANDS,43
RIKERS,83854,CAMBODIA,67
DIOSCOREA,83855,LATVIA,66
WYNDEDGE,83856,GUYANA,17
PASUMPAHAN,83857,CANADA,45
DANNA,83858,SCOTLAND,16
NETHERSEAL,83859,ITALY,35
TREMOR2,83860,COOK ISLANDS,56
ZUC,83861,FAROE ISLANDS,47
CATMINT,83862,MICRONESIA,40
DIETZIA,83863,COSTA RICA,77
FAMN,83864,SAINT KITTS AND NEVIS,85
RHIPSALIS,83865,USA,48
BLUEBERRY,83866,BURMA,7
DALE,83867,UNITED KINGDOM,33
LODOICEA,83868,CZECH REPUBLIC,99
GIARDIA,83869,CHILE,77
B-52,83870,SAMOA,10
BERSHAM,83871,BRAZIL,17
KAPUSSAAR,83872,ASCENSION ISLAND,41
EAST PLEAN,83873,BAHAMAS,56
BERCHEMIA,83874,HAITI,45
USSR,83875,UKRAINE,90
ACUBENS,83876,JAPAN,94
SAGUARO,83877,GHANA,48
LANGELAND,83878,FRANCE,7
BURNHOPE,83879,PORTUGAL,3
BEALS,83880,SAUDI ARABIA,100
TYDRAW,83881,SAINT LUCIA,80
HEATH END,83882,PALAU,48
HINNØYA,83883,NIUE,49
OSTRYA,83884,MONTENEGRO,67
HS,83885,CYPRUS,56
MORRIS,83886,MACEDONIA,84
STEVENS,83887,VANUATU,40
DEADNETTLE,83888,SPAIN,8
CYMBOPOGON,83889,VATICAN CITY,54
ANCHA,83890,CONGO,82
L1,83891,SEYCHELLES,58
SHEWANELLA,83892,AFGHANISTAN,91
DOVE TREE,83893,PITCAIRN ISLANDS,63
PHLEBODIUM,83894,PANAMA,26
CWMCLICH,83895,BOLIVIA,86
NEW HALL,83896,BOSNIA,9
CULEBRITA,83897,CHAD,96
ÆBELØ,83898,ROMANIA,2
LANE END,83899,SAUDI ARABIA,3
BATZ,83900,FIJI,71
RASTABAN,83901,PALESTINIAN TERRITORIES,57
COUBA,83902,SOMALIA,53
PIMPERNEL,83903,UK,61
HAY,83904,USSR,41
EXERCISE,83905,TUVALU,3
SLANT,83906,ROMANIA,49
ŠOLTA,83907,NORWAY,53
TILLANDSIA,83908,ABKHAZIA,35
QUIRIMBA,83909,IRAQ,83
ALOPECURUS,83910,COOK ISLANDS,55
ALBATROSS,83911,FAROE ISLANDS,57
PIERCE,83912,KIRIBATI,49
FAHIE,83913,ERITREA,49
ROMSØ,83914,SLOVENIA,67
ELTRINGHAM,83915,TRANSNISTRIA,88
SALTHOLM,83916,VANUATU,47
ACTAEA,83917,CHAD,20
LEEA,83918,BELARUS,5
AIPHANES,83919,HONG KONG,12
IPOMOPSIS,83920,BOTSWANA,62
ROOK VIEW,83921,ANGUILLA,54
DEMETRIA,83922,BERMUDA,26
ARGEMONE,83923,HONDURAS,11
BRIAR EDGE,83924,ZIMBABWE,97
TAOHUA,83925,SLOVAKIA,7
MSK,83926,MONACO,85
LIUHENG,83927,JORDAN,60
LOKRUM,83928,MEXICO,99
GINKGO,83929,PHILIPPINES,91
LANGEOOG,83930,ZIMBABWE,6
CHEESY,83931,NAGORNO-KARABAKH,58
GILWEN,83932,CENTRAL AFRICAN REPUBLIC,73
COSSIGA,83933,C�TE D'IVOIRE,42
AMENORRHEA,83934,BOSNIA HERZEGOVINA,40
GREYIA,83935,PARAGUAY,50
AITUTAKI,83936,GUINEA-BISSAU,48
V1-NOT,83937,ZIMBABWE,63
SPESUTIE,83938,NEW CALEDONIA,57
BARRIE,83939,ISLE OF MAN,31
NIABELLA,83940,BOSNIA AND HERZEGOVINA,10
VAGINISMUS,83941,AZERBAIJAN,78
COLUMNEA,83942,SEYCHELLES,41
SMALL 178,83943,IVORY COAST,39
OMBO,83944,IRAN,1
JABOROSA,83945,THAILAND,19
ETC,83946,BANGLADESH,9
ISOPYRUM,83947,TRINIDAD,44
BUNCE,83948,AFGHANISTAN,77
ONION,83949,ERITREA,40
AMEDROZ,83950,SWITZERLAND,20
TACITUS,83951,POLAND,69
POINSETTIA,83952,NAMIBIA,95
DOLLAR,83953,CAMBODIA,97
HUNSLET,83954,MALTA,90
AIRCOP,83955,SAHRAWI ARAB,96
ATOMIC1B,83956,IRAQ,19
ASPIDISTRA,83957,SEYCHELLES,53
KILLYGOWAN,83958,HAITI,37
CEPHALARIA,83959,DENMARK,37
ENDICOTT,83960,JAMAICA,36
PERESKIA,83961,HAITI,56
EDCL,83962,JORDAN,94
SANTA CRUZ,83963,NAMIBIA,40
GOUT,83964,NAGORNO-KARABAKH,6
CHAPELTOWN,83965,ETHIOPIA,56
NASHAWENA,83966,TOGO,59
GREAT,83967,DOMINICAN REPUBLIC,26
ISATIS,83968,FALKLAND ISLANDS,5
BROXTON,83969,ESTONIA,100
ACHIRD,83970,ECUADOR,50
DIABLO,83971,TRINIDAD,80
REAPER,83972,MONACO,96
HIBBERTIA,83973,NAMIBIA,46
FRANKIE,83974,WALES,68
BESTWOOD,83975,JERSEY,86
RAVENALA,83976,GIBRALTAR,73
EDGEØYA,83977,SAN MARINO,90
BOX,83978,TRANSNISTRIA,86
HAUGHHEAD,83979,MACEDONIA,30
BJORKO,83980,SWITZERLAND,42
YUBUJIMA,83981,CONGO,83
GORDONIA,83982,EL SALVADOR,53
CIONURA,83983,SERBIA,100
COMA,83984,BOSNIA,91
YELAGIN,83985,NORWAY,19
ESSLINGER,83986,MICRONESIA,66
BELLEVALIA,83987,ARUBA,96
SIRIUS,83988,UNITED STATES VIRGIN ISLANDS,21
EMMA,83989,SLOVAKIA,21
TETANY,83990,ANGOLA,37
SKEGBY,83991,GUINEA,46
ZIBAL,83992,SINGAPORE,30
SARCOCOCCA,83993,PALAU,25
FRYINGPAN,83994,CHAD,47
OCIMUM,83995,CROATIA,5
STENOTUS,83996,BAHRAIN,25
PHARAOH'S,83997,KYRGYZSTAN,30
MENKENT,83998,SOUTH OSSETIA,18
DEER,83999,BELGIUM,90
